,IMO,max_op_speed,main engine power 85_x,Design Speed (knots),real_propulsion_power,EPL,Main Engine Power (kW),Count Inst,Count Equip,Customer ID,Customer Country,Cust Corp Group Key,CustStatus,Inst Status,Inst Category,Inst Load attribute,Inst Segment,Inst Cluster,InstGroup,Inst Type,Inst Type Id,Inst Class Society,Inst Operator Id,Inst Builder Id,Inst Registration Country,Inst Operation Country,Inst BuiltDate,Inst CommDate,Inst Estimated Date,Inst Estimated Date Flag,Equip Status,Equip Category Name,Equip ProdRefTypeID,Equip Application,Equip FuelType,Equip FuelQuality,Equip CommDate,Equip CylQty,Equip Eng L V,Equip bore in mm,Equip Engine rotation,Equip Drive,Equip Version,Equip Product DIA,Equip Position,Equip Valid from,Business,Business Line,Product Category,Product Portfolio,Product,built_year,main engine power 85_y
244,6172696,10.5,1327.326,11.8,935.1891872769367,1,1561.56,1,1,23621,NL, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,26574,2610,CY,NL,2002-11-22,2002-10-04 00:00:00,2002-10-04 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,37257,6,L,300.0, , , ,0,-,2004-05-18 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2002,1327.326
245,6215421,10.5,2205.4015,12.0,1477.4467080078125,1,2594.59,1,2,410625,GR, , ,Operating,Marine, -,Merchant,Bulk Carriers,Bulk Carriers,Bulk Carrier,M101,LR,461953,3535,GR,GR,2007-10-02,2007-10-02 00:00:00,2007-10-02 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,39357,9,L,231.0,CW,CPA, ,0,-,2004-05-19 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2007,2205.4015
246,6215429,11.0,2205.4015,12.0,1698.7207155671294,1,2594.59,1,2,410625,GR, , ,Operating,Marine, -,Merchant,Bulk Carriers,Bulk Carriers,Bulk Carrier,M101,LR,461953,3535,GR,GR,2008-04-15,2008-04-07 00:00:00,2008-04-07 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,39545,9,L,231.0,CW,CPA, ,0,-,2004-05-19 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2008,2205.4015
247,6213307,9.5,1470.2705,10.2,1187.8662523628734,1,1729.73,1,2,59061,PA, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,66444,56989,PA,PA,2005-07-01,2005-05-23 00:00:00,2005-05-23 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO,LFO DMB,38495,6,L,231.0,"CW,CCW",CPP, ,0,-,2004-05-19 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1470.2705
248,6204905,21.0,17153.153,22.0,14918.796950882795,1,20180.18,1,2,2341,NL, , ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,RoRo Vessel,M107,LR,2633,2671,NL,NL,2006-07-07,2006-07-10 00:00:00,2006-07-10 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,38908,12,V,531.0,"CW,CCW",CPA, ,0,-,2004-05-25 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,17153.153
249,6212961,22.0,28302.705,25.0,19287.50098176,1,33297.3,1,4,802,FI,18942, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,902,2363,FI,FI,2006-07-27,2006-07-19 00:00:00,2006-07-19 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,38917,9,L,531.0,"CCW,CW",CPA, ,0,-,2004-05-25 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,28302.705
250,6212969,18.5,28302.705,25.0,11468.93533092,1,33297.3,1,4,967,SE,18942, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,1088,2363,SE,SE,2007-03-09,2007-02-26 00:00:00,2007-02-26 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39139,9,L,531.0,"CCW,CW",CPA, ,0,-,2004-05-25 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,28302.705
251,6212977,22.5,28302.705,25.0,20632.671945000006,1,33297.3,1,4,802,FI,18942, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,RINA,902,2363,FI,FI,2006-08-07,2006-07-28 00:00:00,2006-07-28 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,38926,9,L,531.0,"CCW,CW",CPA, ,0,-,2004-05-25 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,28302.705
252,6179242,10.0,1388.5855000000001,11.7,866.9919012895128,1,1633.63,1,1,27062,NO, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,30445,2610,NO,DE,2005-06-01,2005-08-01 00:00:00,2005-08-01 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO,HFORMH35,38353,6,L,300.0,CW, , ,0,-,2004-06-04 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2005,1388.5855000000001
253,6225780,8.0,1524.7214999999999,10.5,674.3612206025265,1,1793.79,1,2,40734,TR, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,45826,2757,LR,TR,2005-08-14,2005-08-08 00:00:00,2005-08-08 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,38572,6,L,231.0,CW,"FS,AZI", ,0,-,2004-06-21 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1524.7214999999999
254,6235364,9.5,1551.9554999999998,11.0,999.7053695060105,1,1825.83,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,2045,16125,RU,RU,2005-08-10,2005-07-21 00:00:00,2005-07-21 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO,LFO DMB,38554,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-06-22 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1551.9554999999998
255,6230476,9.0,1551.9554999999998,11.0,850.0192032306537,1,1825.83,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113, ,2045,2525,RU,RU,2005-12-12,2005-11-03 00:00:00,2005-11-03 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO,LFO DMB,38659,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-06-22 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1551.9554999999998
256,6231033,9.5,1551.9554999999998,11.0,999.7053695060105,1,1825.83,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,RS,2045,2525,RU,RU,2006-06-27,2006-06-01 00:00:00,2006-06-01 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO,LFO DMB,38869,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-06-22 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2006,1551.9554999999998
257,6218231,13.5,2613.8179999999998,14.8,1983.7708470346029,1,3075.08,1,1,2925,IT, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RINA,3291,10373,IT,IT,2006-06-02,2006-05-17 00:00:00,2006-05-17 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,38854,8,L,369.0,CW,CPA, ,0,-,2004-06-29 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2006,2613.8179999999998
258,6214253,10.5,2042.04,14.5,775.4041756529583,1,2402.4,1,1,12632,NO,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,14211,2489,NL,NO,2005-11-29,2005-12-02 00:00:00,2005-12-02 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO, ,38688,6,L,369.0,CW,CPP, ,0,-,2004-07-01 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2005,2042.04
259,6213391,21.0,39479.4825,22.0,34336.91655076071,1,46446.45,1,5,410377,GB, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,BV,461674,19897,PA,GB,2006-06-19,2006-06-19 00:00:00,2006-06-19 00:00:00,Act,Operating,Engines (E),Engine 8,ME,HFO,HFORMH35,38718,16,V,438.0,CW, , ,0,-,2004-08-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2006,39479.4825
260,6201339,11.5,3348.949,14.2,1778.840553369064,1,3939.94,1,2,2943,NL, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,3311,2696,PT,NL,2007-02-01,2006-12-14 00:00:00,2006-12-14 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,39065,6,R,369.0,CW,CPA, ,0,-,2004-07-16 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2007,3348.949
261,6213419,19.0,12864.868999999999,22.0,8287.015070529676,1,15135.14,1,2,23831,FR,4547, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,BV,26810,2395,FR,FR,2006-02-16,2006-02-16 00:00:00,2006-02-16 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 180,38764,9,L,531.0,"CW,CCW",CPP, ,0,-,2004-08-11 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,12864.868999999999
262,6213420,19.0,12864.868999999999,22.0,8287.015070529676,1,15135.14,1,2,23831,FR,4547, ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,BV,26810,2395,FR,FR,2006-10-21,2006-10-21 00:00:00,2006-10-21 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFO 180,39011,9,L,531.0,"CW,CCW",CPP, ,0,-,2004-08-11 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,12864.868999999999
263,6215412,8.5,1688.0915,12.21954023,568.1829059422503,1,1985.99,1,1,45653,KZ, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,RS,51359,3313,KZ,KZ,2005-10-07,2005-10-07 00:00:00,2005-10-07 00:00:00,Act,Operating,Engines (E),Engine 2,ME,LFO,LFO DMA,38718,8,L,300.0,CW, , ,0,-,2004-08-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2005,1688.0915
264,6241720,10.0,980.1775,11.5,644.482616914605,1,1153.15,1,1,58589,DE,87884, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,LR,65913,3352,NL,NL,2006-04-12,2006-02-08 00:00:00,2006-02-08 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO, ,38756,8,L,231.0,CW,CPP, ,0,-,2004-08-23 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2006,980.1775
265,6219136,11.5,2042.04,13.0,1413.6038165680473,1,2402.4,1,1,745,NL,1117, ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113,BV,838,2489,NL,NL,2006-11-10,2006-11-10 00:00:00,2006-11-10 00:00:00,Act,Operating,Engines (E),Engine 4,ME,HFO,GAS-NG,39031,6,L,369.0,CW,CPP, ,0,-,2004-08-23 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,W 32,2006,2042.04
266,6228438,8.5,1524.7214999999999,11.5,615.6782057614859,1,1793.79,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,3521,RU,TR,2005-04-15,2005-04-15 00:00:00,2005-04-15 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,38460,6,L,231.0,CW,FPP, ,0,-,2004-08-30 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1524.7214999999999
267,6215130,12.0,4288.2925000000005,14.6,2381.0557893356854,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148, ,29107,2114,DK,DK,2007-02-17,2007-02-20 00:00:00,2007-02-20 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39133,6,L,531.0,CW,CPA, ,0,-,2004-09-01 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,4288.2925000000005
268,6215133,12.5,4288.2925000000005,14.6,2691.2613359642705,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148, ,29107,2114,DK,DK,2007-03-23,2007-03-23 00:00:00,2007-03-23 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39161,6,L,531.0,CW,CPA, ,0,-,2004-09-01 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,4288.2925000000005
269,6215141,12.5,4288.2925000000005,14.0,3052.321898346393,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148, ,29107,2114,DK,DK,2007-06-15,2007-06-18 00:00:00,2007-06-18 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39251,6,L,531.0,CW,CPA, ,0,-,2004-09-01 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,4288.2925000000005
270,6214279,12.5,2297.2949999999996,14.0,1635.1692044005101,1,2702.7,1,1,10989,IT, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RINA,12363,3075,IT,IT,2006-03-16,2006-03-16 00:00:00,2006-03-16 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,38786,9,R,369.0,CW,CPP, ,0,-,2004-09-02 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2006,2297.2949999999996
271,6214281,10.5,2297.2949999999996,13.0,1210.4716087278105,1,2702.7,1,1,60299,SG, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,NK,67836,3075,PA,SG,2006-08-11,2006-08-11 00:00:00,2006-08-11 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,38932,9,R,369.0,CW,CPP, ,0,-,2004-09-02 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2006,2297.2949999999996
272,6214289,12.5,2297.2949999999996,13.0,2042.2868897928993,1,2702.7,1,1,13287,IT, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RINA,14948,3075,IT,IT,2006-12-31,2006-12-31 00:00:00,2006-12-31 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,39153,9,R,369.0,CW,CPP, ,0,-,2004-09-02 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2006,2297.2949999999996
273,6214297,11.5,2297.2949999999996,13.0,1590.3042936390527,1,2702.7,1,1,13287,IT, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RINA,14948,66002,IT,IT,2007-07-02,2007-06-15 00:00:00,2007-06-15 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO, ,39248,9,R,369.0,CW,CPP, ,0,-,2004-09-02 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2007,2297.2949999999996
274,6217561,12.0,3593.9954999999995,13.0798916,2775.292952344728,1,4228.23,1,2,52927,NO, , ,Operating,Marine, -,Merchant,Bulk Carriers,Bulk Carriers,Bulk Carrier,M101,DNVG,59543,1932,NO,NO,2006-06-13,2006-06-13 00:00:00,2006-06-13 00:00:00,Act,Operating,Engines (E),Engine 2,ME,HFO, ,38718,8,L,300.0,CW, , ,0,-,2004-09-06 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2006,3593.9954999999995
275,6235137,8.0,1524.7214999999999,11.5,513.2949177282813,1,1793.79,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,3521,RU,TR,2005-06-30,2005-08-22 00:00:00,2005-08-22 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,38586,6,L,231.0,CW,FPP, ,0,-,2004-09-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1524.7214999999999
276,6236424,9.0,1524.7214999999999,11.5,730.8437402810882,1,1793.79,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,3521,RU,TR,2005-09-28,2005-10-26 00:00:00,2005-10-26 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,38651,6,L,231.0,CW,FPP, ,0,-,2004-09-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1524.7214999999999
277,6246411,7.5,1524.7214999999999,11.5,422.94197932933344,1,1793.79,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,3521,RU,TR,2006-04-07,2006-05-02 00:00:00,2006-05-02 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,38839,6,L,231.0,CW,FPP, ,0,-,2004-09-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2006,1524.7214999999999
278,6251361,7.5,1524.7214999999999,11.5,422.94197932933344,1,1793.79,1,2,1267,TR, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,1425,3521,RU,TR,2006-05-21,2006-06-03 00:00:00,2006-06-03 00:00:00,Act,Operating,Engines (E),Engine 1,ME,HFO,HFORMK55,38871,6,L,231.0,CW,FPP, ,0,-,2004-09-08 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2006,1524.7214999999999
279,6245473,10.0,1551.9554999999998,11.0,1166.0071374906083,1,1825.83,1,2,1817,RU, , ,Operating,Marine, -,Merchant,Cargo Vessels,Cargo Vessels,General Cargo Vessel,M113, ,2045,3314,RU,RU,2007-02-15,2007-01-24 00:00:00,2007-01-24 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,39106,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-09-10 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2007,1551.9554999999998
280,6219109,8.0,1266.0665,10.0,648.2260480000001,1,1489.49,1,2,43191,RU, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,RS,48590,2757,RU,RU,2005-06-29,2005-06-02 00:00:00,2005-06-02 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO,LFO DMB,38505,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-09-15 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2005,1266.0665
281,6223067,8.0,1688.0915,10.6,725.6853375605367,1,1985.99,1,1,45653,KZ, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,RS,51359,3313,KZ,KZ,2005-12-21,2005-12-21 00:00:00,2005-12-21 00:00:00,Act,Operating,Engines (E),Engine 2,ME,LFO,LFO DMA,38718,8,L,300.0,CW, , ,0,-,2004-09-16 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2005,1688.0915
282,6251395,11.5,1470.2705,12.0,1294.0379899811924,1,1729.73,1,2,2131,ES, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,BV,2398,3438,ES,ES,2006-10-12,2006-10-12 00:00:00,2006-10-12 00:00:00,Act,Operating,Engines (E),Engine 1,ME,LFO, ,38955,6,L,231.0,"CW,CCW",FPP, ,0,-,2004-10-05 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 20,2006,1470.2705
283,6229639,8.0,1688.0915,12.21954023,473.6977778830567,1,1985.99,1,1,402995,LV, , ,Operating,Marine, -,Merchant,Tankers,Product Tankers,Product Tanker,M143,RS,453370,3313,KZ,LV,2006-08-10,2006-08-10 00:00:00,2006-08-10 00:00:00,Act,Operating,Engines (E),Engine 2,ME,LFO,LFO DMA,38718,8,L,300.0,CW, , ,0,-,2004-10-20 00:00:00,Power Systems,Power Supply,Small Bore Engines,Power Supply,W 26,2006,1688.0915
284,6204907,20.0,17153.153,22.0,12887.417731029298,1,20180.18,1,2,2341,NL, , ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,RoRo Vessel,M107,LR,2633,2671,NL,NL,2006-11-30,2006-12-05 00:00:00,2006-12-05 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39056,12,V,531.0,"CW,CCW",CPA, ,0,-,2004-10-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,17153.153
285,6204915,19.5,17153.153,22.0,11944.823943545736,1,20180.18,1,2,2341,NL, , ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,RoRo Vessel,M107,LR,2633,2671,NL,NL,2007-05-25,2007-05-25 00:00:00,2007-05-25 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39230,12,V,531.0,"CW,CCW",CPA, ,0,-,2004-10-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,17153.153
286,6204923,20.5,17153.153,22.0,13878.339335004222,1,20180.18,1,2,2341,NL, , ,Operating,Marine, -,Merchant,RoRo Vessels,RoRo Vessels,RoRo Vessel,M107,LR,2633,2671,NL,NL,2007-10-15,2007-10-11 00:00:00,2007-10-11 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39366,12,V,531.0,"CW,CCW",CPA, ,0,-,2004-10-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,17153.153
287,6215723,12.5,4288.2925000000005,15.0,2481.6507523148157,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,ABS,29107,2114,DK,DK,2007-09-24,2007-09-24 00:00:00,2007-09-24 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39349,6,L,531.0,CW,CPA, ,0,-,2004-10-26 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,4288.2925000000005
288,6215879,12.0,4288.2925000000005,14.0,2700.4990670553934,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,ABS,29107,2114,DK,DK,2008-01-02,2007-12-20 00:00:00,2007-12-20 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39436,6,L,531.0,CW,CPA, ,0,-,2004-10-26 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2008,4288.2925000000005
289,6227082,12.5,4288.2925000000005,15.0,2481.6507523148157,1,5045.05,1,1,25873,DK,2075, ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,ABS,29107,2114,DK,DK,2008-07-16,2008-06-26 00:00:00,2008-06-26 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO, ,39625,6,L,531.0,CW,CPA, ,0,-,2004-10-26 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2008,4288.2925000000005
290,6243973,15.5,6289.49,18.5,3699.093767200363,1,7399.4,1,1,29481,SG, , ,Operating,Marine, -,Merchant,Container Vessels,Container Vessels,Container Vessel,M128,BV,33167,300005,MT,SG,2008-07-10,2008-07-01 00:00:00,2008-07-01 00:00:00,Act,Operating,Engines (E),Engine 6,ME,LFO,HFORMK55,39630,8,L,531.0,CW,CPP, ,0,-,2004-11-01 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2008,6289.49
291,6222463,19.5,17861.0585,22.0,12437.783259315129,1,21013.01,1,4,691,FI, , ,Operating,Marine, -,Cruise & Ferry,Passenger & Cargo Vessels,Passenger & Cargo Vessels,Passenger & Cargo Vessel,M208,BV,777,2129,SE,FI,2006-04-18,2006-04-18 00:00:00,2006-04-18 00:00:00,Act,Operating,Engines (E),Engine 14,ME,HFO,HFO 380,3882738825,16,V,369.0,"CW,CCW",CPP, ,0,-,2004-11-11 00:00:00,Power Systems,Power Supply,Medium Bore Engines,Power Supply,Vasa 32,2006,17861.0585
292,6222101,21.0,45741.7385,22.9,35274.762950361604,1,53813.81,1,6,7497,US,5280, ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,LR,8435,2363,BM,US,2007-03-31,2007-03-31 00:00:00,2007-03-31 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFORMK55,39172,"8,12","L,V",531.0,CCW,ALT, ,0,-,2004-11-16 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2007,45741.7385
293,6243981,16.5,6289.49,18.62916667,4370.055764804303,1,7399.4,1,1,5768,DE,8652, ,Operating,Marine, -,Merchant,Container Vessels,Container Vessels,Container Vessel,M128,BV,6489,300005,PT,DE,2008-06-17,2008-06-16 00:00:00,2008-06-16 00:00:00,Act,Operating,Engines (E),Engine 6,ME,LFO,HFORMK55,39615,8,L,531.0,CW,CPP, ,0,-,2004-11-18 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2008,6289.49
294,6224163,19.0,8780.780499999999,19.7,7877.623949740581,1,10330.33,1,1,2279,DE,3419, ,Operating,Marine, -,Merchant,Container Vessels,Container Vessels,Container Vessel,M128,DNVG,2564,1930,DE,DE,2006-01-09,2006-01-01 00:00:00,2006-01-01 00:00:00,Act,Operating,Engines (E),Engine 12,ME,HFO, ,38718,6,L,738.0,CW, , ,0,-,2004-11-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 64,2006,8780.780499999999
295,6213399,20.0,39479.4825,22.9,26299.954142684288,1,46446.45,1,5,410377,GB, , ,Operating,Marine, -,Cruise & Ferry,Cruise Vessels,Cruise Vessels,Cruise Vessel,M200,BV,461674,19897,PA,GB,2007-04-30,2007-04-30 00:00:00,2007-04-30 00:00:00,Act,Operating,Engines (E),Engine 8,ME,LFO,HFORMH35,39162390013899800576,16,V,438.0,CW,ALT, ,0,-,2004-11-22 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 38,2007,39479.4825
296,6206151,13.5,7963.9645,16.0,4783.77420817566,1,9369.37,1,2,2381,SE, , ,Operating,Marine, -,Merchant,Tankers,Combination Tankers,Chemical/Product Tanker,M148,DNVG,2678,1846,SE,SE,2006-12-15,2006-12-15 00:00:00,2006-12-15 00:00:00,Act,Operating,Engines (E),Engine 6,ME,HFO,HFORMK35,39066,6,L,531.0,"CW,CCW",CPA, ,0,-,2004-11-23 00:00:00,Power Systems,Power Supply,Large Bore Engines,Power Supply,W 46,2006,7963.9645
